date,route,attempted,succeeded
12/07/2011,Disappointment Cleaver,12,7
12/07/2011,Disappointment Cleaver,8,8
12/07/2011,Disappointment Cleaver,11,8
12/07/2011,Disappointment Cleaver,3,0
12/07/2011,Disappointment Cleaver,9,0
12/07/2011,Gibralter Ledges,3,3
12/07/2011,Emmons-Winthrop,2,2
12/07/2011,Disappointment Cleaver,7,7
12/07/2011,Kautz Glacier,8,8
07/13/2011,Disappointment Cleaver,2,0
07/13/2011,Disappointment Cleaver,3,0
07/13/2011,Emmons-Winthrop,4,4
07/13/2011,Disappointment Cleaver,2,2
07/13/2011,Disappointment Cleaver,4,0
07/13/2011,Tahoma Glacier,3,0
07/13/2011,Disappointment Cleaver,3,3
07/13/2011,Emmons-Winthrop,4,3
07/13/2011,Disappointment Cleaver,7,0
07/13/2011,Disappointment Cleaver,3,0
07/13/2011,Disappointment Cleaver,2,2
07/13/2011,Disappointment Cleaver,12,8
07/13/2011,Disappointment Cleaver,3,0
07/13/2011,Disappointment Cleaver,12,9
07/14/2011,Disappointment Cleaver,12,0
07/14/2011,Disappointment Cleaver,2,2
07/14/2011,Disappointment Cleaver,5,0
07/14/2011,Emmons-Winthrop,10,0
07/14/2011,Disappointment Cleaver,4,4
07/14/2011,Disappointment Cleaver,4,0
07/14/2011,Disappointment Cleaver,4,0
07/14/2011,Emmons-Winthrop,11,0
07/14/2011,Disappointment Cleaver,4,0
07/14/2011,Emmons-Winthrop,10,0
07/14/2011,Disappointment Cleaver,2,0
07/14/2011,Disappointment Cleaver,3,3
07/14/2011,Disappointment Cleaver,4,4
07/14/2011,Emmons-Winthrop,4,0
07/14/2011,Disappointment Cleaver,2,2
07/14/2011,Disappointment Cleaver,6,0
07/14/2011,Emmons-Winthrop,2,0
07/15/2011,Disappointment Cleaver,7,0
07/15/2011,Disappointment Cleaver,6,0
07/15/2011,Disappointment Cleaver,3,0
07/15/2011,Disappointment Cleaver,12,0
07/15/2011,Tahoma Glacier,3,0
07/15/2011,Disappointment Cleaver,12,0
07/15/2011,Disappointment Cleaver,7,0
07/15/2011,Disappointment Cleaver,5,0
07/15/2011,Emmons-Winthrop,7,0
07/15/2011,Disappointment Cleaver,6,0
07/15/2011,Emmons-Winthrop,4,0
07/15/2011,Little Tahoma,2,0
07/15/2011,Disappointment Cleaver,2,0
07/15/2011,Disappointment Cleaver,4,0
07/15/2011,Emmons-Winthrop,3,0
07/15/2011,Emmons-Winthrop,2,0
07/15/2011,Emmons-Winthrop,1,0
07/15/2011,Success Cleaver,2,0
07/15/2011,Disappointment Cleaver,2,2
07/15/2011,Emmons-Winthrop,11,0
07/15/2011,Disappointment Cleaver,12,0
07/15/2011,Disappointment Cleaver,3,0
07/15/2011,Emmons-Winthrop,6,0
07/15/2011,Disappointment Cleaver,2,0
07/15/2011,Emmons-Winthrop,3,0
07/15/2011,Emmons-Winthrop,3,0
07/15/2011,Emmons-Winthrop,2,2
07/15/2011,Emmons-Winthrop,3,0
07/15/2011,Emmons-Winthrop,3,0
07/15/2011,Emmons-Winthrop,2,0
07/15/2011,Disappointment Cleaver,6,0
07/15/2011,Disappointment Cleaver,12,0
07/16/2011,Kautz Glacier,9,9
07/16/2011,Disappointment Cleaver,2,0
07/16/2011,Disappointment Cleaver,4,4
07/16/2011,Disappointment Cleaver,7,0
07/16/2011,Disappointment Cleaver,5,0
07/16/2011,Disappointment Cleaver,12,12
07/16/2011,Disappointment Cleaver,2,0
07/16/2011,Disappointment Cleaver,4,0
07/16/2011,Disappointment Cleaver,12,0
07/16/2011,Emmons-Winthrop,2,0
07/16/2011,Disappointment Cleaver,1,0
07/16/2011,Disappointment Cleaver,3,0
07/16/2011,Disappointment Cleaver,2,0
07/16/2011,glacier only - no summit attempt,2,0
07/16/2011,Emmons-Winthrop,3,3
07/16/2011,Ptarmigan Ridge,8,0
07/16/2011,Disappointment Cleaver,1,0
07/16/2011,Emmons-Winthrop,8,5
07/16/2011,Ptarmigan Ridge,5,5
07/16/2011,Disappointment Cleaver,2,0
07/16/2011,Emmons-Winthrop,12,12
07/16/2011,Disappointment Cleaver,2,0
07/16/2011,Emmons-Winthrop,3,0
07/16/2011,Disappointment Cleaver,12,0
07/16/2011,Disappointment Cleaver,3,0
07/16/2011,Disappointment Cleaver,3,0
07/17/2011,Disappointment Cleaver,12,0
07/17/2011,Disappointment Cleaver,1,0
07/17/2011,Disappointment Cleaver,11,9
07/17/2011,Kautz Glacier,2,0
07/17/2011,Little Tahoma,4,4
07/17/2011,Kautz Glacier,9,5
07/17/2011,Disappointment Cleaver,6,6
07/17/2011,Disappointment Cleaver,12,0
07/17/2011,Disappointment Cleaver,2,2
07/17/2011,Disappointment Cleaver,10,10
07/17/2011,Kautz Glacier,6,6
07/17/2011,Disappointment Cleaver,12,9
07/17/2011,Disappointment Cleaver,2,0
07/17/2011,Disappointment Cleaver,6,6
07/17/2011,Emmons-Winthrop,12,12
07/17/2011,Liberty Ridge,2,0
07/17/2011,Disappointment Cleaver,12,11
07/17/2011,Disappointment Cleaver,1,1
07/18/2011,Kautz Glacier,6,6
07/18/2011,Disappointment Cleaver,2,0
07/18/2011,Liberty Ridge,2,2
07/18/2011,Kautz Glacier,3,0
07/18/2011,Emmons-Winthrop,2,0
07/18/2011,Disappointment Cleaver,4,4
07/18/2011,Fuhrer's Finger,2,0
07/18/2011,Disappointment Cleaver,2,2
07/18/2011,Disappointment Cleaver,1,1
07/18/2011,Disappointment Cleaver,12,9
07/18/2011,Kautz Glacier,3,3
07/18/2011,Disappointment Cleaver,4,0
07/18/2011,Disappointment Cleaver,6,4
07/18/2011,Disappointment Cleaver,3,3
07/18/2011,Disappointment Cleaver,2,2
07/18/2011,Disappointment Cleaver,2,2
07/18/2011,Emmons-Winthrop,4,4
07/18/2011,Kautz Glacier,2,2
07/18/2011,Disappointment Cleaver,3,0
07/18/2011,Disappointment Cleaver,4,4
07/18/2011,Disappointment Cleaver,3,2
07/18/2011,Disappointment Cleaver,12,12
07/18/2011,Emmons-Winthrop,4,4
07/18/2011,Emmons-Winthrop,11,11
07/18/2011,Disappointment Cleaver,12,12
07/19/2011,Emmons-Winthrop,12,0
07/19/2011,Emmons-Winthrop,3,2
07/19/2011,Disappointment Cleaver,2,2
07/19/2011,Disappointment Cleaver,12,9
07/19/2011,Kautz Glacier,12,9
07/19/2011,Disappointment Cleaver,12,12
07/19/2011,Disappointment Cleaver,12,12
07/19/2011,Emmons-Winthrop,2,2
07/19/2011,Emmons-Winthrop,2,2
07/20/2011,Disappointment Cleaver,12,8
07/20/2011,Disappointment Cleaver,3,0
07/20/2011,Emmons-Winthrop,3,3
07/20/2011,Emmons-Winthrop,5,5
07/20/2011,Emmons-Winthrop,3,3
07/20/2011,Disappointment Cleaver,4,4
07/20/2011,Fuhrer's Finger,6,6
07/20/2011,Emmons-Winthrop,4,4
07/20/2011,Emmons-Winthrop,3,0
07/20/2011,Disappointment Cleaver,5,5
07/20/2011,Disappointment Cleaver,6,0
07/20/2011,Emmons-Winthrop,2,2
07/20/2011,Disappointment Cleaver,2,2
07/21/2011,Disappointment Cleaver,10,0
07/21/2011,Disappointment Cleaver,11,4
07/21/2011,Emmons-Winthrop,6,4
07/21/2011,Emmons-Winthrop,4,3
07/21/2011,Disappointment Cleaver,3,0
07/21/2011,Disappointment Cleaver,3,3
07/21/2011,Emmons-Winthrop,2,0
07/21/2011,Liberty Ridge,2,2
07/21/2011,Disappointment Cleaver,10,10
07/21/2011,Disappointment Cleaver,12,10
07/21/2011,Disappointment Cleaver,4,4
07/21/2011,Kautz Glacier,5,0
07/21/2011,Disappointment Cleaver,11,10
07/21/2011,Disappointment Cleaver,2,2
07/21/2011,Disappointment Cleaver,2,0
07/21/2011,Disappointment Cleaver,4,4
07/21/2011,Kautz Cleaver,2,2
07/21/2011,Kautz Cleaver,2,0
07/21/2011,Emmons-Winthrop,7,6
07/21/2011,Disappointment Cleaver,3,3
07/21/2011,Disappointment Cleaver,2,2
07/22/2011,Disappointment Cleaver,3,2
07/22/2011,Disappointment Cleaver,8,3
07/22/2011,Disappointment Cleaver,6,5
07/22/2011,Disappointment Cleaver,7,5
07/22/2011,Ptarmigan Ridge,2,2
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Emmons-Winthrop,3,3
07/22/2011,Disappointment Cleaver,2,0
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Tahoma Glacier,2,0
07/22/2011,Emmons-Winthrop,2,2
07/22/2011,Disappointment Cleaver,3,0
07/22/2011,Disappointment Cleaver,5,5
07/22/2011,Disappointment Cleaver,4,4
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Disappointment Cleaver,4,4
07/22/2011,Emmons-Winthrop,6,0
07/22/2011,Emmons-Winthrop,6,6
07/22/2011,Disappointment Cleaver,3,3
07/22/2011,Disappointment Cleaver,12,9
07/22/2011,Disappointment Cleaver,3,3
07/22/2011,Emmons-Winthrop,3,0
07/22/2011,Emmons-Winthrop,5,5
07/22/2011,Emmons-Winthrop,6,3
07/22/2011,Kautz Glacier,9,0
07/22/2011,Disappointment Cleaver,2,0
07/22/2011,Little Tahoma,6,6
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Little Tahoma,2,2
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Emmons-Winthrop,8,0
07/22/2011,Disappointment Cleaver,2,0
07/22/2011,Disappointment Cleaver,3,2
07/22/2011,Emmons-Winthrop,5,0
07/22/2011,Emmons-Winthrop,2,2
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Disappointment Cleaver,8,6
07/22/2011,Disappointment Cleaver,3,3
07/22/2011,Liberty Ridge,3,0
07/22/2011,Disappointment Cleaver,2,0
07/22/2011,Emmons-Winthrop,2,2
07/22/2011,Disappointment Cleaver,2,0
07/22/2011,Fuhrer's Finger,2,2
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Disappointment Cleaver,12,12
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Disappointment Cleaver,3,3
07/22/2011,Success Cleaver,2,0
07/22/2011,Disappointment Cleaver,1,1
07/22/2011,Fuhrer's Finger,3,0
07/22/2011,Emmons-Winthrop,6,6
07/22/2011,Disappointment Cleaver,12,7
07/22/2011,Emmons-Winthrop,2,2
07/22/2011,Emmons-Winthrop,2,2
07/22/2011,Emmons-Winthrop,3,0
07/22/2011,Disappointment Cleaver,2,2
07/22/2011,Emmons-Winthrop,6,6
07/23/2011,Emmons-Winthrop,5,0
07/23/2011,Disappointment Cleaver,2,0
07/23/2011,Emmons-Winthrop,2,0
07/23/2011,Disappointment Cleaver,2,0
07/23/2011,Kautz Glacier,2,0
07/23/2011,Disappointment Cleaver,3,0
07/23/2011,Disappointment Cleaver,3,3
07/23/2011,Disappointment Cleaver,3,0
07/23/2011,Ptarmigan Ridge,2,2
07/23/2011,Kautz Glacier,2,2
07/23/2011,Emmons-Winthrop,4,0
07/23/2011,Disappointment Cleaver,3,0
07/23/2011,Emmons-Winthrop,2,0
07/23/2011,Disappointment Cleaver,2,2
07/23/2011,Disappointment Cleaver,4,0
07/23/2011,Kautz Glacier,4,3
07/23/2011,Disappointment Cleaver,2,0
07/23/2011,Disappointment Cleaver,5,5
07/23/2011,Disappointment Cleaver,5,0
07/23/2011,Emmons-Winthrop,3,3
07/23/2011,Emmons-Winthrop,4,0
07/23/2011,Kautz Glacier,2,0
07/23/2011,Disappointment Cleaver,2,0
07/23/2011,Disappointment Cleaver,4,4
07/23/2011,Disappointment Cleaver,2,2
07/23/2011,Disappointment Cleaver,2,0
07/23/2011,Success Cleaver,2,2
07/23/2011,Disappointment Cleaver,4,4
07/23/2011,Disappointment Cleaver,12,9
07/23/2011,Tahoma Glacier,3,0
07/23/2011,Disappointment Cleaver,3,3
07/23/2011,Disappointment Cleaver,6,0
07/23/2011,Disappointment Cleaver,4,4
07/23/2011,Disappointment Cleaver,4,4
07/23/2011,Emmons-Winthrop,10,0
07/23/2011,Disappointment Cleaver,2,2
07/23/2011,Emmons-Winthrop,4,4
07/23/2011,Disappointment Cleaver,12,12
07/23/2011,Disappointment Cleaver,3,3
07/23/2011,Disappointment Cleaver,2,2
07/23/2011,Little Tahoma,1,0
07/23/2011,Willis Wall,2,0
07/23/2011,Disappointment Cleaver,4,4
07/23/2011,Disappointment Cleaver,12,12
07/23/2011,Disappointment Cleaver,13,0
07/24/2011,Emmons-Winthrop,12,12
07/24/2011,Disappointment Cleaver,2,2
07/24/2011,Disappointment Cleaver,2,2
07/24/2011,Disappointment Cleaver,5,5
07/24/2011,Kautz Glacier,12,12
07/24/2011,Emmons-Winthrop,4,4
07/24/2011,Disappointment Cleaver,4,0
07/24/2011,Disappointment Cleaver,12,7
07/24/2011,Disappointment Cleaver,9,0
07/24/2011,Emmons-Winthrop,4,0
07/24/2011,Disappointment Cleaver,1,0
07/24/2011,Disappointment Cleaver,2,0
07/24/2011,Disappointment Cleaver,4,0
07/24/2011,Emmons-Winthrop,4,0
07/24/2011,Disappointment Cleaver,6,0
07/24/2011,Disappointment Cleaver,11,11
07/24/2011,Disappointment Cleaver,2,0
07/24/2011,Emmons-Winthrop,2,2
07/24/2011,Disappointment Cleaver,4,0
07/24/2011,Disappointment Cleaver,3,3
07/25/2011,Emmons-Winthrop,12,12
07/25/2011,Disappointment Cleaver,12,12
07/25/2011,Disappointment Cleaver,12,9
07/25/2011,Disappointment Cleaver,2,0
07/25/2011,Emmons-Winthrop,2,2
07/25/2011,Disappointment Cleaver,3,2
07/25/2011,Disappointment Cleaver,2,2
07/25/2011,Disappointment Cleaver,4,0
07/25/2011,Kautz Glacier,8,8
07/25/2011,Disappointment Cleaver,11,11
07/25/2011,Emmons-Winthrop,5,3
07/25/2011,Emmons-Winthrop,2,0
07/25/2011,Disappointment Cleaver,12,12
07/25/2011,Kautz Glacier,2,2
07/25/2011,Disappointment Cleaver,4,0
07/25/2011,Disappointment Cleaver,4,0
07/25/2011,Disappointment Cleaver,12,5
07/25/2011,Kautz Glacier,2,2
07/25/2011,Disappointment Cleaver,4,0
07/26/2011,Kautz Glacier,4,2
07/26/2011,Disappointment Cleaver,12,10
07/26/2011,Disappointment Cleaver,6,5
07/26/2011,Fuhrer's Finger,3,3
07/26/2011,Emmons-Winthrop,2,2
07/26/2011,Emmons-Winthrop,3,3
07/26/2011,Kautz Glacier,12,10
07/26/2011,Emmons-Winthrop,11,7
07/26/2011,Disappointment Cleaver,12,11
07/27/2011,Disappointment Cleaver,10,8
07/27/2011,Liberty Ridge,2,2
07/27/2011,Disappointment Cleaver,3,3
07/27/2011,Disappointment Cleaver,2,0
07/27/2011,Disappointment Cleaver,12,8
07/27/2011,Disappointment Cleaver,7,3
07/27/2011,Disappointment Cleaver,12,5
07/27/2011,Disappointment Cleaver,12,9
07/27/2011,Emmons-Winthrop,2,2
07/27/2011,Disappointment Cleaver,1,1
07/27/2011,Disappointment Cleaver,6,6
07/27/2011,Disappointment Cleaver,2,0
07/27/2011,Disappointment Cleaver,2,0
07/27/2011,Disappointment Cleaver,4,0
07/27/2011,Disappointment Cleaver,2,2
07/28/2011,Emmons-Winthrop,3,0
07/28/2011,Fuhrer's Finger,2,0
07/28/2011,Emmons-Winthrop,4,4
07/28/2011,Disappointment Cleaver,12,9
07/28/2011,Emmons-Winthrop,4,4
07/28/2011,Emmons-Winthrop,7,7
07/28/2011,Emmons-Winthrop,3,3
07/28/2011,Disappointment Cleaver,2,2
07/28/2011,Disappointment Cleaver,3,3
07/28/2011,Disappointment Cleaver,12,9
07/28/2011,Emmons-Winthrop,3,3
07/28/2011,Emmons-Winthrop,3,0
07/28/2011,Disappointment Cleaver,2,2
07/28/2011,Emmons-Winthrop,12,12
07/28/2011,Disappointment Cleaver,11,5
07/28/2011,Disappointment Cleaver,8,8
07/28/2011,Emmons-Winthrop,2,2
07/28/2011,Disappointment Cleaver,3,3
07/28/2011,Disappointment Cleaver,5,5
07/28/2011,Disappointment Cleaver,4,4
07/28/2011,Emmons-Winthrop,5,0
07/28/2011,Disappointment Cleaver,1,1
07/28/2011,Emmons-Winthrop,12,12
07/28/2011,Emmons-Winthrop,3,0
07/29/2011,Emmons-Winthrop,4,4
07/29/2011,Disappointment Cleaver,4,0
07/29/2011,Disappointment Cleaver,11,4
07/29/2011,Disappointment Cleaver,12,11
07/29/2011,Emmons-Winthrop,2,2
07/29/2011,Emmons-Winthrop,5,5
07/29/2011,Emmons-Winthrop,4,0
07/29/2011,Success Cleaver,3,0
07/29/2011,Emmons-Winthrop,5,0
07/29/2011,Emmons-Winthrop,3,0
07/29/2011,Emmons-Winthrop,4,4
07/29/2011,Disappointment Cleaver,4,0
07/29/2011,Disappointment Cleaver,3,3
07/29/2011,Disappointment Cleaver,3,3
07/29/2011,Disappointment Cleaver,2,0
07/29/2011,Emmons-Winthrop,5,0
07/29/2011,Emmons-Winthrop,5,0
07/29/2011,Disappointment Cleaver,10,10
07/29/2011,Disappointment Cleaver,2,2
07/29/2011,Disappointment Cleaver,10,10
07/29/2011,Emmons-Winthrop,3,3
07/29/2011,Disappointment Cleaver,4,1
07/29/2011,Disappointment Cleaver,12,11
07/29/2011,Emmons-Winthrop,3,0
07/29/2011,Kautz Glacier,3,3
07/29/2011,Disappointment Cleaver,2,2
07/29/2011,Emmons-Winthrop,2,0
07/29/2011,Disappointment Cleaver,2,0
07/29/2011,Disappointment Cleaver,3,3
07/29/2011,Fuhrer's Finger,5,0
07/29/2011,Emmons-Winthrop,3,3
07/30/2011,Emmons-Winthrop,3,3
07/30/2011,Disappointment Cleaver,2,2
07/30/2011,Kautz Glacier,3,0
07/30/2011,Emmons-Winthrop,2,0
07/30/2011,Disappointment Cleaver,5,0
07/30/2011,Disappointment Cleaver,3,0
07/30/2011,Emmons-Winthrop,12,12
07/30/2011,Disappointment Cleaver,1,1
07/30/2011,Disappointment Cleaver,4,0
07/30/2011,Emmons-Winthrop,2,2
07/30/2011,Disappointment Cleaver,2,2
07/30/2011,Disappointment Cleaver,1,0
07/30/2011,Liberty Ridge,2,0
07/30/2011,Emmons-Winthrop,2,2
07/30/2011,Kautz Glacier,2,0
07/30/2011,Emmons-Winthrop,4,0
07/30/2011,Disappointment Cleaver,12,10
07/30/2011,Fuhrer's Finger,2,2
07/30/2011,Disappointment Cleaver,2,0
07/30/2011,Emmons-Winthrop,4,0
07/30/2011,Disappointment Cleaver,12,12
07/30/2011,Emmons-Winthrop,2,0
07/30/2011,Disappointment Cleaver,3,0
07/30/2011,Disappointment Cleaver,3,3
07/30/2011,Disappointment Cleaver,4,4
07/30/2011,Little Tahoma,2,0
07/30/2011,Disappointment Cleaver,4,4
07/30/2011,Emmons-Winthrop,6,6
07/30/2011,Emmons-Winthrop,3,3
07/30/2011,Emmons-Winthrop,10,5
07/30/2011,Disappointment Cleaver,3,0
07/30/2011,Emmons-Winthrop,3,0
07/30/2011,Disappointment Cleaver,4,4
07/30/2011,Disappointment Cleaver,4,0
07/30/2011,Disappointment Cleaver,2,2
07/30/2011,Disappointment Cleaver,12,12
07/30/2011,Disappointment Cleaver,3,3
07/30/2011,Emmons-Winthrop,2,0
07/30/2011,Disappointment Cleaver,11,10
07/30/2011,Disappointment Cleaver,1,0
07/30/2011,Disappointment Cleaver,3,0
07/30/2011,Emmons-Winthrop,2,0
07/30/2011,Disappointment Cleaver,3,3
07/31/2011,Emmons-Winthrop,2,2
07/31/2011,Disappointment Cleaver,3,0
07/31/2011,Disappointment Cleaver,3,3
07/31/2011,Disappointment Cleaver,4,4
07/31/2011,Disappointment Cleaver,12,11
07/31/2011,Disappointment Cleaver,2,1
07/31/2011,Disappointment Cleaver,2,2
07/31/2011,Disappointment Cleaver,2,0
07/31/2011,Disappointment Cleaver,1,0
07/31/2011,Disappointment Cleaver,2,2
07/31/2011,Kautz Glacier,11,11
07/31/2011,Disappointment Cleaver,3,3
07/31/2011,Disappointment Cleaver,4,4
07/31/2011,Emmons-Winthrop,7,5
07/31/2011,Disappointment Cleaver,2,0
07/31/2011,Liberty Ridge,2,2
07/31/2011,Emmons-Winthrop,12,10
07/31/2011,Disappointment Cleaver,2,2
07/31/2011,Emmons-Winthrop,2,2
07/31/2011,Disappointment Cleaver,12,12
07/31/2011,Liberty Ridge,2,2
07/31/2011,Disappointment Cleaver,1,1
1/08/2011,Disappointment Cleaver,2,2
1/08/2011,Disappointment Cleaver,2,0
1/08/2011,Disappointment Cleaver,4,0
1/08/2011,Disappointment Cleaver,12,12
1/08/2011,Disappointment Cleaver,2,0
1/08/2011,Emmons-Winthrop,12,12
1/08/2011,Disappointment Cleaver,2,0
1/08/2011,Disappointment Cleaver,2,2
1/08/2011,Disappointment Cleaver,2,0
1/08/2011,Emmons-Winthrop,6,6
1/08/2011,Disappointment Cleaver,2,2
1/08/2011,Disappointment Cleaver,2,2
1/08/2011,Fuhrer's Finger,3,3
1/08/2011,Emmons-Winthrop,4,4
1/08/2011,Disappointment Cleaver,1,1
1/08/2011,Disappointment Cleaver,3,3
1/08/2011,Disappointment Cleaver,12,8
1/08/2011,Disappointment Cleaver,9,6
1/08/2011,Emmons-Winthrop,2,2
2/08/2011,Kautz Glacier,10,9
2/08/2011,Emmons-Winthrop,8,6
2/08/2011,Disappointment Cleaver,3,3
2/08/2011,Kautz Glacier,3,0
2/08/2011,Kautz Glacier,3,0
2/08/2011,Disappointment Cleaver,12,8
2/08/2011,Disappointment Cleaver,2,0
2/08/2011,Disappointment Cleaver,4,3
2/08/2011,Disappointment Cleaver,12,12
2/08/2011,Disappointment Cleaver,5,5
2/08/2011,Disappointment Cleaver,2,0
2/08/2011,Disappointment Cleaver,2,0
2/08/2011,Disappointment Cleaver,7,7
2/08/2011,Disappointment Cleaver,8,8
2/08/2011,Kautz Glacier,4,3
2/08/2011,Disappointment Cleaver,3,3
2/08/2011,Disappointment Cleaver,2,0
2/08/2011,Emmons-Winthrop,12,5
2/08/2011,Disappointment Cleaver,2,0
2/08/2011,Disappointment Cleaver,6,4
2/08/2011,Disappointment Cleaver,3,0
2/08/2011,Disappointment Cleaver,2,0
3/08/2011,Ptarmigan Ridge,3,3
3/08/2011,Disappointment Cleaver,2,2
3/08/2011,Emmons-Winthrop,3,0
3/08/2011,Disappointment Cleaver,11,6
3/08/2011,Disappointment Cleaver,11,10
3/08/2011,Disappointment Cleaver,2,0
3/08/2011,Disappointment Cleaver,2,2
3/08/2011,Disappointment Cleaver,2,0
3/08/2011,Disappointment Cleaver,12,10
3/08/2011,Disappointment Cleaver,2,2
3/08/2011,Kautz Glacier,3,0
3/08/2011,Emmons-Winthrop,12,7
3/08/2011,Emmons-Winthrop,2,2
4/08/2011,Emmons-Winthrop,2,0
4/08/2011,Disappointment Cleaver,3,0
4/08/2011,Ptarmigan Ridge,2,2
4/08/2011,Emmons-Winthrop,3,3
4/08/2011,Disappointment Cleaver,2,0
4/08/2011,Emmons-Winthrop,2,2
4/08/2011,Disappointment Cleaver,2,0
4/08/2011,Kautz Glacier,2,0
4/08/2011,Disappointment Cleaver,2,2
4/08/2011,Emmons-Winthrop,7,5
4/08/2011,Disappointment Cleaver,2,2
4/08/2011,Disappointment Cleaver,2,0
4/08/2011,Disappointment Cleaver,2,0
4/08/2011,Liberty Ridge,2,2
4/08/2011,Disappointment Cleaver,10,9
4/08/2011,Disappointment Cleaver,3,3
4/08/2011,Disappointment Cleaver,12,8
4/08/2011,Emmons-Winthrop,3,3
4/08/2011,Emmons-Winthrop,2,2
4/08/2011,Disappointment Cleaver,12,6
5/08/2011,Disappointment Cleaver,6,6
5/08/2011,Kautz Glacier,4,4
5/08/2011,Disappointment Cleaver,10,6
5/08/2011,Disappointment Cleaver,3,3
5/08/2011,Disappointment Cleaver,5,3
5/08/2011,Emmons-Winthrop,2,2
5/08/2011,Emmons-Winthrop,3,3
5/08/2011,Emmons-Winthrop,3,0
5/08/2011,Disappointment Cleaver,2,2
5/08/2011,Disappointment Cleaver,12,10
5/08/2011,Emmons-Winthrop,3,3
5/08/2011,Disappointment Cleaver,12,7
5/08/2011,Disappointment Cleaver,2,2
5/08/2011,Disappointment Cleaver,3,2
5/08/2011,Emmons-Winthrop,4,0
5/08/2011,Disappointment Cleaver,2,2
5/08/2011,Disappointment Cleaver,4,4
5/08/2011,Disappointment Cleaver,2,2
5/08/2011,Emmons-Winthrop,4,0
5/08/2011,Tahoma Glacier,2,0
5/08/2011,Disappointment Cleaver,2,2
5/08/2011,Kautz Glacier,2,2
5/08/2011,Disappointment Cleaver,3,3
5/08/2011,Kautz Cleaver,1,0
5/08/2011,Disappointment Cleaver,8,8
5/08/2011,Disappointment Cleaver,2,2
5/08/2011,Disappointment Cleaver,9,8
5/08/2011,Disappointment Cleaver,4,4
5/08/2011,Emmons-Winthrop,3,0
5/08/2011,Disappointment Cleaver,12,10
5/08/2011,Disappointment Cleaver,3,3
5/08/2011,Emmons-Winthrop,2,0
5/08/2011,Emmons-Winthrop,10,10
6/08/2011,Kautz Glacier,5,5
6/08/2011,Disappointment Cleaver,2,0
6/08/2011,Disappointment Cleaver,12,12
6/08/2011,Disappointment Cleaver,4,4
6/08/2011,Emmons-Winthrop,4,0
6/08/2011,Disappointment Cleaver,12,8
6/08/2011,Disappointment Cleaver,3,3
6/08/2011,Emmons-Winthrop,4,4
6/08/2011,Disappointment Cleaver,10,6
6/08/2011,Disappointment Cleaver,2,2
6/08/2011,Disappointment Cleaver,3,3
6/08/2011,Emmons-Winthrop,3,3
6/08/2011,Emmons-Winthrop,2,0
6/08/2011,Disappointment Cleaver,3,3
6/08/2011,Disappointment Cleaver,12,10
6/08/2011,Disappointment Cleaver,2,0
6/08/2011,Kautz Glacier,2,2
6/08/2011,Kautz Glacier,2,2
6/08/2011,Kautz Glacier,2,2
6/08/2011,Disappointment Cleaver,6,6
6/08/2011,Emmons-Winthrop,2,2
6/08/2011,Emmons-Winthrop,6,6
6/08/2011,Disappointment Cleaver,2,2
6/08/2011,Emmons-Winthrop,4,4
6/08/2011,Little Tahoma,4,6
6/08/2011,Disappointment Cleaver,3,3
6/08/2011,Little Tahoma,1,0
6/08/2011,Disappointment Cleaver,2,2
6/08/2011,Emmons-Winthrop,2,2
6/08/2011,Kautz Glacier,3,3
7/08/2011,Disappointment Cleaver,9,7
7/08/2011,Disappointment Cleaver,12,8
7/08/2011,Disappointment Cleaver,12,8
7/08/2011,Disappointment Cleaver,2,0
7/08/2011,Disappointment Cleaver,12,10
7/08/2011,Disappointment Cleaver,3,3
7/08/2011,Disappointment Cleaver,3,0
7/08/2011,Disappointment Cleaver,4,0
7/08/2011,Emmons-Winthrop,4,3
7/08/2011,Disappointment Cleaver,2,0
7/08/2011,Disappointment Cleaver,2,0
7/08/2011,Little Tahoma,4,4
7/08/2011,Disappointment Cleaver,3,3
7/08/2011,Disappointment Cleaver,10,10
8/08/2011,Disappointment Cleaver,2,0
8/08/2011,Disappointment Cleaver,4,4
8/08/2011,Disappointment Cleaver,2,2
8/08/2011,Disappointment Cleaver,2,2
8/08/2011,Disappointment Cleaver,2,0
8/08/2011,Disappointment Cleaver,3,3
8/08/2011,Disappointment Cleaver,2,0
8/08/2011,Disappointment Cleaver,5,2
8/08/2011,Disappointment Cleaver,1,0
8/08/2011,Kautz Glacier,2,2
8/08/2011,Disappointment Cleaver,2,0
8/08/2011,Disappointment Cleaver,12,8
8/08/2011,Disappointment Cleaver,2,0
8/08/2011,Kautz Glacier,2,2
8/08/2011,Disappointment Cleaver,2,0
8/08/2011,Disappointment Cleaver,12,11
8/08/2011,Disappointment Cleaver,2,2
8/08/2011,Disappointment Cleaver,4,0
8/08/2011,Emmons-Winthrop,6,6
8/08/2011,Emmons-Winthrop,4,4
8/08/2011,Disappointment Cleaver,12,9
